Répondant;Trois premiers mots;Liberté;Plaisir / bonheur / heureux / enfin;Balade / promenade / gaz / rouler / moto;Sécurité / danger;Social / amis / famille / enfant;Trois premiers mots;;;Quels ont été, pour vous, les inconvénients du confinement ?;Aucun;Liberté / contrainte / bloqué / isolement / bouger / mobilité / moto / sortir / déplacement / enfermement;Financier / Argent / Revenu;Social / ami / famille;Inconvénients;;;Quels ont été, pour vous, les avantages du confinement ?;Aucun;Circulation;Temps / Libre / repos / calme / stress;Pollution / nature;Epidémie / virus / contamination;Economie / carburant / coût;Avantages;
103593080;Liberté Se vider la tête ;Liberté Se vider la tête ;;;;;;;;Les restrictions de sortie;;;;;;;;Habitant en centre ville, du calme et moins de bouchons et pollution;;;Habitant en centre ville, du calme et moins de bouchons et pollution;Habitant en centre ville, du calme et moins de bouchons et pollution;;;;
103593920;plus de distance limitée gardez moi mes enfants! investir dans ma moto!;;;plus de distance limitée gardez moi mes enfants! investir dans ma moto!;;plus de distance limitée gardez moi mes enfants! investir dans ma moto!;;;;avoir les enfants H24 à gérer, tout en ayant le télétravail et les visioconf' à assumer, et un conjoint mobilisé en 1ère ligne, le tout dans un petit appartement.....AAAARgh ^^;;;;;;;;pas de stress matin et soir pour le timing du trajet (déposer l'un chez la nounou, l'autre à l'école avant d'aller au boulot);;;pas de stress matin et soir pour le timing du trajet (déposer l'un chez la nounou, l'autre à l'école avant d'aller au boulot);;;;;
103594522;liberté plaisir manque;liberté plaisir manque;liberté plaisir manque;;;;;;;Le manque de la foule;;;;;;;;Plus de temmps pour tout;;;;;;;;
103591783;Pratique Peu polluant Prend peu de place;;;;;;;;;Manque de lien social;;;;Manque de lien social;;;;Moins de fatigue liée à l’absence de trajets domicile travail;;;;;;;;
103593327;gaz rouler vivre;;;gaz rouler vivre;;;;;;Manque de contact avec les autres;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103594859;Balade Magasin moto Heureux;;Balade Magasin moto Heureux;Balade Magasin moto Heureux;;;;;;Famille et annulation GP moto au Mans;;Famille et annulation GP moto au Mans;;Famille et annulation GP moto au Mans;;;;Jardin;;;;;;;;
103593779;sortie balade nettoyage;;;sortie balade nettoyage;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103594965;Balade Plasir Nature;;;Balade Plasir Nature;;;;;;Moins de contacts physiques;;;;;;;;Moins de stress;;;Moins de stress;;;;;
103595989;Roadtrip Campagne Précautions;;;;;;;;;#NOM?;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103596220;gazzzzzzzzzzzzzz ,o) révision liberté;gazzzzzzzzzzzzzz ,o) révision liberté;;gazzzzzzzzzzzzzz ,o) révision liberté;;;;;;Ne pas avoir ma moto ou j'étais;;Ne pas avoir ma moto ou j'étais;;;;;;Moins de sicrculation et de pollution et pouvoir télétravailler à a campagne;;;;Moins de sicrculation et de pollution et pouvoir télétravailler à a campagne;;;;
103596583;plaisir balade copains;;plaisir balade copains;plaisir balade copains;;plaisir balade copains;;;;Isolement;;Isolement;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103596655;liberté retrouvée danger sur la route Trop de monde;liberté retrouvée danger sur la route Trop de monde;;;liberté retrouvée danger sur la route Trop de monde;;;;;être cloué à la maison;;;;;;;;Le silence;;;;;;;;
103596948;Promenade Sport Sorties;;;Promenade Sport Sorties;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103597407;Faire un tour  ;;;;;;;;;Sociale;;;;Sociale;;;;Écologique;;;;;;;;
103597742;Road trip Enduro Attention;;;;;;;;;Mobilité, réduction de l'activité sportive;;Mobilité, réduction de l'activité sportive;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103597735;liberté évasion voyage;liberté évasion voyage;;;;;;;;aucune liberté;aucune liberté;aucune liberté;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103601171;Retrouver des sensations Je suis à la rue physiquement Gaaaaaz;;;;;;;;;Ne pas pouvoir sortir comme on veut. Remise en cause de l'activité moto de loisir.;;Ne pas pouvoir sortir comme on veut. Remise en cause de l'activité moto de loisir.;;;;;;Le télétravail est possible mais mon employeur n'est pas prêt !;;;;;;;;
103602619;enfin ballade liberté;enfin ballade liberté;enfin ballade liberté;enfin ballade liberté;;;;;;contrainte pour sortir;;contrainte pour sortir;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103602839;Balades Restaurant Copains;;;Balades Restaurant Copains;;Balades Restaurant Copains;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Me reposer !;;;Me reposer !;;;;;
103603528;Liberté Bouger Conduire;Liberté Bouger Conduire;;;;;;;;Limitation à 1km et ensuite à 100 km;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103603850;Liberté Balades Potes;Liberté Balades Potes;;Liberté Balades Potes;;;;;;L'isolement social.;;L'isolement social.;;L'isolement social.;;;;Plus de temps libre.;;;Plus de temps libre.;;;;;
103604130;Liberté Liberté Liberté;Liberté Liberté Liberté;;;;;;;;Vivre a 5 dans un milieu fermé  Ne pas pouvoir rouler à moto librement p;;Vivre a 5 dans un milieu fermé  Ne pas pouvoir rouler à moto librement p;;;;;;Retrouver du temps libre sur une longue période !;;;Retrouver du temps libre sur une longue période !;;;;;
103604668;plaisir liberté bonheur;plaisir liberté bonheur;plaisir liberté bonheur;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103604709;Balade JBT Keuf;;;Balade JBT Keuf;;;;;;Les dégâts sur les plus démunis;;;;;;;;Protéger l’hu;;;;;;;;
103604789;liberte pas prioritaire relachement;liberte pas prioritaire relachement;;;;;;;;arret des activités professionnelles arret de l'economie consequences psychologiques sur les personnes fragiles;;;;;;;;remise a zero de certaines atitudes Voir la vie differemment;;;;;;;;
103605023;projets découverte road trip;;;;;;;;;L'impossibilité de sortir de son périmètre de résidence et donc d'aller voir des amis. La tendance à s'isoler;;L'impossibilité de sortir de son périmètre de résidence et donc d'aller voir des amis. La tendance à s'isoler;;L'impossibilité de sortir de son périmètre de résidence et donc d'aller voir des amis. La tendance à s'isoler;;;;Le calme ressenti à tous les niveaux. Et l'attention portée par chacun aux autres;;;Le calme ressenti à tous les niveaux. Et l'attention portée par chacun aux autres;;;;;
103605313;Ballade Vitesse Resto;;;Ballade Vitesse Resto;;;;;;Les déplacements difficiles;;Les déplacements difficiles;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103605061;Rouler Ballade Déplcament (travail, ville...);;;Rouler Ballade Déplcament (travail, ville...);;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Reprise du sport;;;;;;;;
103606319;enfin plaisir connards (le comportement de certains);;enfin plaisir connards (le comportement de certains);;;;;;;L'absence de liberté, c'est évident.;;L'absence de liberté, c'est évident.;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103606439;pareil pareil pareil;;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103607198;j'ai travaillé pendant le confinement;;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103607301;essoré la poignée rejoindre les amis liberté;essoré la poignée rejoindre les amis liberté;;;;essoré la poignée rejoindre les amis liberté;;;;le vol de la liberté de circuler;;le vol de la liberté de circuler;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103607433;liberté convivialité vie retrouvée;liberté convivialité vie retrouvée;;;;;;;;manque de liberté pour sortir, aller se promener à pied ou en véhicule, aller voir des amis, recevoir.;;manque de liberté pour sortir, aller se promener à pied ou en véhicule, aller voir des amis, recevoir.;;manque de liberté pour sortir, aller se promener à pied ou en véhicule, aller voir des amis, recevoir.;;;;la tranquilité, moins de bruit, moins de circulation, moins de sorties.;;la tranquilité, moins de bruit, moins de circulation, moins de sorties.;;;;;;
103607316;liberté disponibilité vacances;liberté disponibilité vacances;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103607718;Enfin Rouler libre Gazzzz;;Enfin Rouler libre Gazzzz;Enfin Rouler libre Gazzzz;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103608417;Ducati balades potes;;;Ducati balades potes;;;;;;l'impossibilité d'organiser des balades moto et rouler;;l'impossibilité d'organiser des balades moto et rouler;;;;;;La diminution de la pollution;;;;La diminution de la pollution;;;;
103608542;balade copine paysage;;;balade copine paysage;;;;;;Surplus de travail à cause du confinement;;;;;;;;famille, travaux, jardinage, bien être, repas et apérooooo;;;;;;;;
103609191;Balade road trip vacance;;;Balade road trip vacance;;;;;;Moins de sorties en moto;;Moins de sorties en moto;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103610817;liberté plaisir sensation;liberté plaisir sensation;liberté plaisir sensation;;;;;;;moins de contact humain;;;;;;;;moins de circulation, moins de polution;;moins de circulation, moins de polution;;;;;;
103610487;Promenade Consommables Entretien;;;Promenade Consommables Entretien;;;;;;Restrictions de déplacements;;Restrictions de déplacements;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103611112;Gaaaaaaaaz Voyage Evasion;;;;;;;;;Manque de liberté Le 2 roues aurait pu etre autorisé sans probleme sanitaire;;Manque de liberté Le 2 roues aurait pu etre autorisé sans probleme sanitaire;;;;;;Le temps de reparer et bricoler les motos;;;Le temps de reparer et bricoler les motos;;;;;
103611337;Balade Copins Sourire;;;Balade Copins Sourire;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103612604;liberté voyage facilité;liberté voyage facilité;;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;économie argent plus de renseignements divers;;;;;;économie argent plus de renseignements divers;;
103612570;Révision moto Remise en état moto Rdv motocyste;;;Révision moto Remise en état moto Rdv motocyste;;;;;;Être confiné;;;;;;;;Avoir du temps !;;;Avoir du temps !;;;;;
103613113;Gaz Liberté Partir;Gaz Liberté Partir;;Gaz Liberté Partir;;;;;;Ennui mortel;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103613603;liberté plaisir éveil des sens;liberté plaisir éveil des sens;liberté plaisir éveil des sens;;;;;;;beaucoup moins d'activités plus de ballades à moto;;beaucoup moins d'activités plus de ballades à moto;;;;;;ralentir le rythme et se reposer;;;ralentir le rythme et se reposer;;;;;
103615636;ouf prendre l'air attention;;;;;;;;;perte de lien social, le pire étant pour les gens âgés et/ou vivant seuls;;;;perte de lien social, le pire étant pour les gens âgés et/ou vivant seuls;;;;le calme, l'air pur et les oiseaux;;;le calme, l'air pur et les oiseaux;;;;;
103616657;Week-end Convivialité Plaisir;;Week-end Convivialité Plaisir;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Sanitaire;;;;;;;;
103618045;Montagne Huile Asphalte;;;;;;;;;Qu'il est pris fin.;;;;;;;;Croiser beaucoup moins de cons et d'abrutis. Les masques sont tombés et les vrais comportements se sont dévoilés.;;;;;;;;
103618720;Liberté Mouvement Déplacement;Liberté Mouvement Déplacement;;;;;;;;Déplacements réduits en temps et en distance;;Déplacements réduits en temps et en distance;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103618927;Balade Liberté Plaisir;Balade Liberté Plaisir;Balade Liberté Plaisir;Balade Liberté Plaisir;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Du temps en famille;;;Du temps en famille;;;;;
103619246;Enfin Balade Liberté;Enfin Balade Liberté;Enfin Balade Liberté;Enfin Balade Liberté;;;;;;Limitation de déplacement;;Limitation de déplacement;;;;;;Protection contre le virus;;;;;Protection contre le virus;;;
103591845;liberté plaisir pluie;liberté plaisir pluie;liberté plaisir pluie;;;;;;;Aucun inconvénient;Aucun inconvénient;;;;;;;Plus de temps pour la maison;;;Plus de temps pour la maison;;;;;
103631480;liberté rouler curiosité;liberté rouler curiosité;;liberté rouler curiosité;;;;;;le confinement !!!;;;;;;;;plus de temps perso;;;plus de temps perso;;;;;
103632538;entretien re-rangement du garage réorganisation transport travail;;;;;;;;;Temps de trajet majoritairement transformé en temps de travail (trop de conscience professionnelle, on ne se refait pas);;;;;;;;Temps de trajet supprimé Réaménagement du garage pour faire du sport;;;Temps de trajet supprimé Réaménagement du garage pour faire du sport;;;;;
103632623;balade week end amoureux être grisé;;;balade week end amoureux être grisé;;;;;;ne pas voir mes proches et mes amis  ne pas avoir les contacts professionnels qui sont très nombreux en temps normal;;;;ne pas voir mes proches et mes amis  ne pas avoir les contacts professionnels qui sont très nombreux en temps normal;;;;prendre le temps, réfléchir à ma situation personnelle et professionnelle et prendre les décisions pour améliorer l'un et l'autre;;;prendre le temps, réfléchir à ma situation personnelle et professionnelle et prendre les décisions pour améliorer l'un et l'autre;;;;;
103634885;rouler amis convivialité;;;rouler amis convivialité;;rouler amis convivialité;;;;privation de liberté obligations ubuesques (formulaire...);;privation de liberté obligations ubuesques (formulaire...);;;;;;pas de risque sur la route économies;;;;;;pas de risque sur la route économies;;
103635007;Vitesse Accélération Amis;;;;;Vitesse Accélération Amis;;;;Manque de libertés;;Manque de libertés;;;;;;Diminuer l’epidemie;;;;;Diminuer l’epidemie;;;
103635292;Compétition Promenade Rassemblement;;;Compétition Promenade Rassemblement;;;;;;Impossibilité de se réunir avec la famille ou les amis;;;;Impossibilité de se réunir avec la famille ou les amis;;;;La vile était moins bruyante, moins de pollution, circulation beaucoup plus fluides;;La vile était moins bruyante, moins de pollution, circulation beaucoup plus fluides;;La vile était moins bruyante, moins de pollution, circulation beaucoup plus fluides;;;;
103636309;Liberté Aérer ;Liberté Aérer ;;;;;;;;Difficultés liées à des pb d'ordre familial;;;;Difficultés liées à des pb d'ordre familial;;;;Calme, silence, pas d'agitation, aller à l'essentiel....;;;Calme, silence, pas d'agitation, aller à l'essentiel....;;;;;
103636433;rouler copains petites routes de montagne;;;rouler copains petites routes de montagne;;rouler copains petites routes de montagne;;;;replis sur soi;;;;;;;;PLus de temps en famille et pour la maison;;;PLus de temps en famille et pour la maison;;;;;
103642065;Liberté Rouler Amis;Liberté Rouler Amis;;Liberté Rouler Amis;;Liberté Rouler Amis;;;;Crise économique;;;;;;;;Aucun avantage;Aucun avantage;;;;;;;
103642271;promenade beau temps liberte;promenade beau temps liberte;;promenade beau temps liberte;;;;;;privation de liberté;;privation de liberté;;;;;;silence et tranquillite au quotidien;;;;;;;;
103644129;Rouler Prendre l'air Destress;;;Rouler Prendre l'air Destress;;;;;;Horaires de travail allongés  Désocialisation partielle La moto est restée au garage alors qu'il faisait très beau , maintenant qu'on peut ressortir il pleut;;Horaires de travail allongés  Désocialisation partielle La moto est restée au garage alors qu'il faisait très beau , maintenant qu'on peut ressortir il pleut;;Horaires de travail allongés  Désocialisation partielle La moto est restée au garage alors qu'il faisait très beau , maintenant qu'on peut ressortir il pleut;;;;Economie de carburant;;;;;;Economie de carburant;;
103643080;liberté joie plaisir;liberté joie plaisir;liberté joie plaisir;;;;;;;isolement;;isolement;;;;;;Revenir à l'essentiel;;;;;;;;
103644720;Roulage Amis Météo;;;;;Roulage Amis Météo;;;;Manque de contact avec les autres, interdiction des road trip moto, impact économique;;Manque de contact avec les autres, interdiction des road trip moto, impact économique;;;;;;Passer du temps en famille, retrouver un rythme plus paisible, profiter du calme (pas de voiture, pas de bruit);;;Passer du temps en famille, retrouver un rythme plus paisible, profiter du calme (pas de voiture, pas de bruit);;;;;
