Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre denfants à charge;Département dhabitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence dutilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Appellation du 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple sans enfant;Homme;2;1;0;34;60-69 ans;2010;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;5000;R1200GS  PACK SECURITE;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;cadre SNCF;Retraité;False
En couple avec enfant(s);Homme;3;9;1;76;60-69 ans;2011;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;9500;R1200RT;BMW;Routière / GT;Parking privé clos;Pour les loisirs;1000;EXPERT AUTOMOBILES;Cadre;False
En couple sans enfant;Homme;2;2;0;16;70 et plus;2007;AXA;125;Quelques fois par mois;1200;ELIMINATOR;KAWASAKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;99994;sans;Retraité;False
En couple sans enfant;Homme;2;1;0;7;70 et plus;2008;MUTUELLE DES MOTARDS;125;Quelques fois par semaine;8000;VARADERO;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;;DIRECTEUR DHOPITAL RETRAITE;Retraité;False
En couple avec enfant(s);Homme;4;2;2;45;60-69 ans;1997;AMV (ASSURANCE MOTO VERTE);600;Tous les jours;5000;XTE;YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;0;Chargé de développement;Cadre;False
En couple sans enfant;Homme;2;1;0;31;50-59 ans;2001;MAIF;850;Tous les jours;16000;R850RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Electronicien;Cadre;False
En couple avec enfant(s);Homme;3;1;1;38;50-59 ans;2003;ALLIANZ;1150;Quelques fois par semaine;5500;R1150RT;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Agent de production;Employé;False
Seul(e) sans enfant;Femme;1;2;0;93;50-59 ans;2006;MUTUELLE DES MOTARDS;250;Quelques fois par mois;1000;TRICKER (XG);YAMAHA;Trail / Supermotard;Parking privé clos;Pour les trajets professionnels;150;Maître-verrier;Profession libérale et artistique;False
Seul(e) sans enfant;Homme;1;2;0;34;50-59 ans;2014;MUTUELLE DES MOTARDS;1050;Quelques fois par semaine;12000;TIGER SPORT;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Inspecteur des impôt;Cadre;False
En couple avec enfant(s);Homme;4;2;2;34;60-69 ans;2016;MUTUELLE DES MOTARDS;1200;Tous les jours;5000;R1200RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;cadre sup  finances publiques;Cadre;False
En couple sans enfant;Homme;2;1;0;82;70 et plus;2015;MACIF;1300;Quelques fois par semaine;40000;PAN EUROPEAN ABS;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;retraité;Retraité;True
En couple sans enfant;Homme;2;5;0;77;60-69 ans;1989;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;4000;K1 ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;2000;retraité;Retraité;False
Seul(e) avec enfants;Homme;2;2;1;95;50-59 ans;2015;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;10000;ZZR ABS;KAWASAKI;Routière / GT;Parking privé clos;Pour les trajets domicile travail;1500;Technicien;Cadre;False
En couple sans enfant;Homme;2;1;0;81;40-49 ans;2006;MUTUELLE DES MOTARDS;1200;Tous les jours;10000;R1200ST;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Infirmier;Employé;True
En couple avec enfant(s);Homme;4;1;2;57;60-69 ans;2018;MACIF;700;Quelques fois par mois;3500;MT-07 TRACER;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;;RETRAITE / AUTO-ENTREPRENEUR;Retraité;False
En couple sans enfant;Homme;2;1;0;75;30-39 ans;2018;MUTUELLE DES MOTARDS;765;Quelques fois par semaine;15000;STREET TRIPLE RS;TRIUMPH;Roadster;Parking privé non clos;Pour les loisirs;500;Technicien maintenance informatique;Employé;False
En couple sans enfant;Homme;2;2;0;20;60-69 ans;2016;MUTUELLE DES MOTARDS;1400;Tous les jours;10000;GTR GRAND TOURER (FULL);KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;retraité;Retraité;False
Seul(e) sans enfant;Homme;1;4;0;95;60-69 ans;2013;MUTUELLE DES MOTARDS;1300;Quelques fois par semaine;10000;FJR 1300A;YAMAHA;Routière / GT;Parking privé clos;Pour les loisirs;1500;ingenieur;Retraité;False
En couple sans enfant;Homme;2;2;0;41;60-69 ans;1990;MUTUELLE DES MOTARDS;800;Quelques fois par mois;7000;PACIFIC COAST (PC800);HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;Ingénieur;Retraité;False
En couple avec enfant(s);Homme;4;1;2;69;40-49 ans;2009;MUTUELLE DES MOTARDS;1584;Quelques fois par semaine;8000;ELECTRA GLIDE STANDARD ABS;HARLEY-DAVIDSON;Custom;Garage individuel (ou box privatif);Pour les loisirs;1000;fonctionnaire;Cadre;False
Seul(e) sans enfant;Homme;1;1;0;54;30-39 ans;2017;ASSURANCE CONSTRUCTEUR (BMW, HONDA, KAWASAKI...);650;Quelques fois par mois;6000;NINJA 650 ABS KRT EDITION 35KW;KAWASAKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;1000;Militaire;Cadre;True
En couple sans enfant;Homme;2;1;0;38;50-59 ans;2012;MUTUELLE DES MOTARDS;1200;Tous les jours;20000;STELVIO 8V NTX ABS;MOTO GUZZI;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1000;cadre dirigeant;Cadre;False
Seul(e) avec enfants;Femme;2;1;1;86;50-59 ans;2002;MUTUELLE DES MOTARDS;600;Quelques fois par mois;4000;GSX-F 34CV;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;toiletteuse pour chiens et chats;Artisan, commerçant assimilé;False
Seul(e) sans enfant;Homme;1;2;0;63;50-59 ans;1990;MACIF;1000;Tous les jours;20000;K100LT ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;operateur SAV;Employé;False
En couple avec enfant(s);Homme;4;1;2;94;50-59 ans;2017;MACIF;850;Tous les jours;9000;MT-09 TRACER (FULL);YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;retraité;Retraité;False
En couple avec enfant(s);Homme;3;2;1;91;40-49 ans;2019;APRIL MOTO (AMT);900;Quelques fois par semaine;4000;TRACER 900 GT;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;2000;Responsable avant-vente;Cadre;True
Seul(e) sans enfant;Homme;1;1;0;57;30-39 ans;2014;MAAF;1300;Quelques fois par semaine;8000;K1300R ABS;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Informatique - Chef de projet;Cadre;False
En couple avec enfant(s);Homme;5;3;3;69;50-59 ans;2000;MUTUELLE DES MOTARDS;750;Quelques fois par mois;1200;GSX-R;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;100;médecin;Profession libérale et artistique;True
Seul(e) avec enfants;Femme;2;4;1;93;50-59 ans;2008;MUTUELLE DES MOTARDS;400;Tous les jours;8000;SILVER WING (FJS);HONDA;Scooter;Garage collectif;Pour les trajets domicile travail;400;Responsable informatique;Cadre;False
En couple sans enfant;Homme;2;2;0;56;Moins de 30 ans;1995;MUTUELLE DES MOTARDS;535;Quelques fois par semaine;4000;XV VIRAGO;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;exploitant;Employé;False
En couple sans enfant;Homme;2;2;0;63;60-69 ans;1991;MUTUELLE DES MOTARDS;1100;Quelques fois par mois;3500;ZZR;KAWASAKI;Routière / GT;;Pour les loisirs;500;ELECTRICIEN;Retraité;False
En couple sans enfant;Homme;2;1;0;30;60-69 ans;2015;GMF;1200;Quelques fois par mois;8000;XTZ SUPER TENERE (FULL);YAMAHA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;450;Agent Sncf;Retraité;False
En couple sans enfant;Homme;2;2;0;29;50-59 ans;2013;MACIF;1100;Quelques fois par semaine;6000;MONSTER EVO;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;charpentier;Ouvrier;False
En couple avec enfant(s);Homme;5;1;3;13;50-59 ans;2013;AXA;1200;Quelques fois par semaine;10000;MULTISTRADA S TOURING;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;administrateur systemes et res;Cadre;False
Seul(e) avec enfants;Homme;2;1;1;10;40-49 ans;2008;MAAF;1000;Quelques fois par semaine;7000;Z1000 IE;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;50;électro mécanicien;Employé;False
En couple sans enfant;Homme;2;2;0;8;50-59 ans;2014;GMF;950;Quelques fois par mois;3000;XVR;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les loisirs;1000;Agent EdF;Cadre;False
En couple avec enfant(s);Homme;4;1;2;13;50-59 ans;2018;MUTUELLE DES MOTARDS;1000;Tous les jours;18000;V-STROM ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1200;préparateur véhicule;Ouvrier;False
Autre;Femme;2;2;0;95;Moins de 30 ans;2005;MUTUELLE DES MOTARDS;650;Tous les jours;20000;SV-N;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;;Responsable communication et marketing;Employé;True
En couple sans enfant;Femme;2;1;0;6;50-59 ans;2012;AVIVA;800;Tous les jours;15000;FZ8;YAMAHA;Roadster;Parking privé clos;Pour les trajets domicile travail;;COMPTABLE;Employé;False
En couple sans enfant;Homme;2;4;0;93;40-49 ans;1991;MATMUT;1200;Quelques fois par mois;5000;V-MAX;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les loisirs;;Informaticien;Employé;False
En couple sans enfant;Homme;2;1;0;38;60-69 ans;2003;MACIF;1100;Tous les jours;30000;CBR-XX SUPER BLACKBIRD;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1000;Chargé daffaires;Retraité;False
En couple avec enfant(s);Homme;6;1;4;77;50-59 ans;2016;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;12000;GSX-S;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets professionnels;;Economiste de la construction;Profession libérale et artistique;False
En couple avec enfant(s);Femme;3;3;1;54;50-59 ans;2008;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;3000;MONSTER S2R;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Enseignante de la conduite;Employé;False
En couple avec enfant(s);Homme;3;1;1;31;50-59 ans;2011;CLUB 14;1300;Quelques fois par mois;15000;PAN EUROPEAN ABS;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;800;informaticien;Retraité;False
En couple sans enfant;Homme;2;1;0;85;60-69 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;15000;R1200RT PACK;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Professeur;Retraité;False
En couple sans enfant;Homme;2;1;0;38;40-49 ans;2010;MACIF;1200;Tous les jours;12000;VFR-F;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Ingénieur;Cadre;False
En couple avec enfant(s);Homme;5;1;3;62;50-59 ans;2011;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;4000;CALIFORNIA IE AQUILA NERA;MOTO GUZZI;Custom;Garage individuel (ou box privatif);Pour les trajets professionnels;;Chargé de relations entreprises;Profession intermédiaire;False
En couple avec enfant(s);Homme;3;2;1;94;40-49 ans;2003;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;6000;VARADERO IE;HONDA;Scooter;Garage individuel (ou box privatif);Pour les loisirs;200;Gérant;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;4;2;2;5;40-49 ans;2018;MUTUELLE DES MOTARDS;765;Quelques fois par semaine;7000;STREET TRIPLE RS;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;mecanicien;Ouvrier;False
En couple sans enfant;Homme;2;1;0;95;60-69 ans;2006;AXA;1050;Quelques fois par semaine;15000;SPRINT ST ABS;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;200;retraite;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;93;50-59 ans;2016;MUTUELLE DES MOTARDS;530;Quelques fois par mois;2500;T-MAX ABS;YAMAHA;Scooter;Parking privé clos;Pour les loisirs;1200;commerciale;Cadre;False
En couple avec enfant(s);Homme;4;2;2;13;40-49 ans;2018;AMV (ASSURANCE MOTO VERTE);800;Tous les jours;10000;CROSSRUNNER (VFR-X);HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;Cariste;Employé;False
En couple avec enfant(s);Homme;4;3;2;50;50-59 ans;1981;NON ASSURE;125;Quelques fois par an;1;TX;Je ne trouve pas mon véhicule;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;chef de projets;Cadre;False
En couple avec enfant(s);Homme;4;1;2;17;40-49 ans;2016;MAAF;1300;Quelques fois par semaine;10000;PAN EUROPEAN C-ABS;HONDA;Routière / GT;Parking privé clos;Pour les trajets domicile travail;800;inspecteur du permis de conduire;Employé;False
En couple sans enfant;Homme;2;1;0;31;30-39 ans;2017;MUTUELLE DES MOTARDS;1200;Tous les jours;20000;MONSTER (FULL);DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Inspecteur qualité aéro;Ouvrier;True
Seul(e) sans enfant;Homme;1;3;0;35;60-69 ans;1995;MUTUELLE DES MOTARDS;900;Quelques fois par mois;5000;DAYTONA;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;200;retraité;Retraité;False
Seul(e) sans enfant;Femme;1;1;0;38;40-49 ans;2018;MUTUELLE DES MOTARDS;950;Quelques fois par an;4000;MULTISTRADA 950;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Chargé daffaires;Cadre;False
En couple avec enfant(s);Femme;5;1;3;2;50-59 ans;2008;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;10000;SPEEDMASTER;TRIUMPH;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Comptable;Employé;False
Seul(e) sans enfant;Homme;1;1;0;44;60-69 ans;2012;MACIF;700;Quelques fois par an;10000;NC700XA;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1218;Opérateur pré-presse;Retraité;False
En couple avec enfant(s);Homme;4;5;2;33;50-59 ans;2014;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;MULTISTRADA ABS;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;;Automaticien;Cadre;False
En couple avec enfant(s);Homme;6;4;4;38;50-59 ans;2006;MACIF;990;Quelques fois par mois;15000;ADVENTURE R;KTM;Trail / Supermotard;;Pour les loisirs;;salarier entreprise peinture en batiment;Employé;False
En couple avec enfant(s);Homme;4;2;2;84;50-59 ans;2005;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;3000;NORGE GTL;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;500;expert automobile;Cadre;False
En couple avec enfant(s);Homme;4;1;2;76;50-59 ans;2019;MUTUELLE DES MOTARDS;1200;Tous les jours;15000;TIGER XRT;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;1500;Ingénieur mécanicien;Cadre;False
En couple avec enfant(s);Homme;5;4;3;45;40-49 ans;2002;MUTUELLE DES MOTARDS;998;Quelques fois par mois;1000;998 SUPERBIKE BIPOSTO;DUCATI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;1000;technicien;Employé;False
En couple sans enfant;Homme;2;1;0;92;Moins de 30 ans;2004;AMV (ASSURANCE MOTO VERTE);750;Tous les jours;10000;GSX-R;SUZUKI;Sportive;Parking privé clos;Pour les trajets domicile travail;300;mecanicien;Employé;False
Seul(e) sans enfant;Homme;1;1;0;6;30-39 ans;1999;MUTUELLE DES MOTARDS;750;Quelques fois par semaine;20000;ZR-7;KAWASAKI;Roadster;Garage collectif;Pour les trajets domicile travail;1000;Ingénier consultant en informatique;Cadre;False
En couple avec enfant(s);Homme;4;1;2;77;40-49 ans;2013;MACIF;1200;Tous les jours;22000;TROPHY 3 SE;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;CHEF DE PROJETS;Profession intermédiaire;True
En couple sans enfant;Homme;2;2;0;32;50-59 ans;2007;AXA;1200;Quelques fois par mois;8000;R1200ST ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;fonctionnaire assimilé;Employé;True
En couple avec enfant(s);Homme;4;8;2;31;50-59 ans;1988;MACIF;750;Quelques fois par mois;3000;VFR-F;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;1500;Ingénieur;Cadre;True
En couple avec enfant(s);Homme;3;1;1;19;50-59 ans;2002;MACIF;300;Quelques fois par mois;1000;EC ENDUCROSS;GAS GAS;Tout terrain (Trial,  Enduro, Cross);Garage individuel (ou box privatif);Pour les loisirs;;cordonnier;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;1;0;40;60-69 ans;2014;MAAF;1000;Tous les jours;10000;V-STROM ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;retraité;Retraité;True
En couple sans enfant;Homme;2;3;0;28;60-69 ans;2006;MACIF;1200;Tous les jours;35000;NORGE GT;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;800;Agent technique moto;Retraité;False
En couple avec enfant(s);Femme;4;1;2;27;40-49 ans;2002;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;5000;CALIFORNIA EV;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;;professeur EPS;Employé;False
En couple avec enfant(s);Homme;5;1;3;8;40-49 ans;2014;MUTUELLE DES MOTARDS;1690;Quelques fois par semaine;3000;DYNA STREET BOB ABS;HARLEY-DAVIDSON;Custom;Garage individuel (ou box privatif);Pour les loisirs;;RESPONSABLE PRODUCTION;Cadre;False
En couple avec enfant(s);Homme;5;3;3;7;40-49 ans;2007;MUTUELLE DES MOTARDS;250;Quelques fois par mois;1000;WR-X;YAMAHA;Trail / Supermotard;Parking privé clos;Pour les loisirs;;Cuisinier;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;3;0;83;70 et plus;2018;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;15000;R 1200 R;BMW;Routière / GT;Parking privé clos;Pour les loisirs;1000;Ingénieur;Retraité;False
En couple avec enfant(s);Homme;4;1;2;31;50-59 ans;2019;LA PARISIENNE;850;Quelques fois par mois;4000;V85TT;MOTO GUZZI;Routière / GT;Parking privé clos;Pour les loisirs;600;Retraité;Retraité;False
En couple avec enfant(s);Homme;4;1;2;33;50-59 ans;1991;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;5000;SP III;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;cadre agricole;Profession libérale et artistique;False
En couple avec enfant(s);Homme;4;3;2;77;50-59 ans;2010;MUTUELLE DES MOTARDS;1200;Tous les jours;35000;R1200R;BMW;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;900;Responsable logistique;Profession intermédiaire;False
En couple sans enfant;Homme;2;1;0;32;50-59 ans;2007;MACIF;1300;Quelques fois par an;1000;PAN EUROPEAN ABS PACK;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Retraité;Retraité;False
Seul(e) sans enfant;Homme;1;1;0;33;60-69 ans;2007;MUTUELLE DES MOTARDS;1200;Quelques fois par an;1000;NORGE GTL;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;600;Enseignant conduite auto;Employé;False
En couple sans enfant;Homme;2;4;0;6;50-59 ans;2018;GENERALI;650;Quelques fois par semaine;6000;SV-N ABS;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les trajets professionnels;500;moniteur auto-école;Artisan, commerçant assimilé;True
En couple avec enfant(s);Homme;4;2;2;59;50-59 ans;1998;AMV (ASSURANCE MOTO VERTE);500;Quelques fois par semaine;4500;GPZ-S;KAWASAKI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;Responsable des Achats;Cadre;False
En couple sans enfant;Homme;2;1;0;81;40-49 ans;2006;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;6000;R1200ST ABS;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;plombier chauffagiste;Artisan, commerçant assimilé;False
En couple sans enfant;Homme;2;2;0;88;50-59 ans;2013;MUTUELLE DES MOTARDS;1050;Quelques fois par mois;3500;TIGER SPORT (FULL);TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;Mecanicien auto;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;5;1;3;92;40-49 ans;1998;MUTUELLE DES MOTARDS;125;Tous les jours;15000;SR;YAMAHA;Custom;Garage individuel (ou box privatif);Pour les trajets domicile travail;200;ingenieur;Cadre;False
En couple sans enfant;Homme;2;1;0;94;30-39 ans;2018;AUTRE;400;Tous les jours;12000;HIMALAYAN;ROYAL ENFIELD;Roadster;Garage collectif;Pour les trajets domicile travail;;ouvriers;Ouvrier;False
En couple sans enfant;Homme;2;2;0;1;60-69 ans;2003;MUTUELLE DES MOTARDS;944;Quelques fois par mois;3000;ST2 (SPORT-TOURING2);DUCATI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;technicien;Autre sans activité professionnelle (personne au foyer...);True
En couple sans enfant;Homme;2;1;0;39;60-69 ans;1987;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;1000;R100RT;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;;retraité de lenseignement;Retraité;False
